elevator_id,location,license_status,license_expiry
29743,257 SHERBOURNE ST  TORONTO M5A 3Y9 ON CA,ACTIVE,2017-09-15
29744,257 SHERBOURNE ST  TORONTO M5A 3Y9 ON CA,ACTIVE,2017-09-15
29748,111 QUEEN ST W  BRAMPTON L6Y 2E4 ON CA,ACTIVE,2017-01-21
29764,111 CARLTON ST  TORONTO M5B 2G3 ON CA,ACTIVE,2017-08-24
29765,251 SHERBOURNE ST  TORONTO M5A 3Y8 ON CA,ACTIVE,2017-09-15
29766,251 SHERBOURNE ST  TORONTO M5A 3Y8 ON CA,ACTIVE,2017-09-15
29767,676 KING ST  MIDLAND L4R 4R3 ON CA,ACTIVE,2017-10-15
29768,676 KING ST  MIDLAND L4R 4R3 ON CA,ACTIVE,2017-10-15
29769,1195 RICHMOND RD  OTTAWA K2B 8E4 ON CA,ACTIVE,2017-07-15
29770,1195 RICHMOND RD  OTTAWA K2B 8E4 ON CA,ACTIVE,2017-07-15
29771,4677 ONTARIO AV  NIAGARA FALLS L2E 3R1 ON CA,ACTIVE,2017-01-15
29772,3303 DON MILLS RD  WILLOWDALE M2J 4T6 ON CA,ACTIVE,2017-01-15
29773,3303 DON MILLS RD  WILLOWDALE M2J 4T6 ON CA,ACTIVE,2017-01-15
29774,3303 DON MILLS RD  WILLOWDALE M2J 4T6 ON CA,ACTIVE,2017-01-15
29775,3303 DON MILLS RD  WILLOWDALE M2J 4T6 ON CA,ACTIVE,2017-01-15
29776,350 KING ST E  HAMILTON L8N 3Y3 ON CA,ACTIVE,2017-05-15
29777,350 KING ST E  HAMILTON L8N 3Y3 ON CA,ACTIVE,2017-05-15
29778,151 NORTH SERVICE RD  BURLINGTON L7R 4C2 ON CA,ACTIVE,2016-12-15
29779,151 NORTH SERVICE RD  BURLINGTON L7R 4C2 ON CA,ACTIVE,2016-12-15
29781,1645 SHEPPARD AVE W  DOWNSVIEW M3M 2X4 ON CA,ACTIVE,2017-03-15
29782,789 YONGE ST  TORONTO M4W 2G8 ON CA,ACTIVE,2017-03-15
29783,24 BOURKE ST  SMITHS FALLS K7A 3L9 ON CA,ACTIVE,2017-04-15
29784,36 HAYHURST RD  BRANTFORD N3R 6Y9 ON CA,ACTIVE,2017-11-15
29785,36 HAYHURST RD  BRANTFORD N3R 6Y9 ON CA,ACTIVE,2017-11-15
29787,4 EDITH CT  WATERDOWN L0R 2H6 ON CA,ACTIVE,2016-12-15
29789,789 YONGE ST  TORONTO M4W 2G8 ON CA,ACTIVE,2017-03-15
29792,44 FRID ST  HAMILTON L8N 3G3 ON CA,ACTIVE,2017-08-15
29795,303 BAGOT ST  KINGSTON K7K 5W7 ON CA,ACTIVE,2017-09-15
298,291 KING ST  LONDON N6A 4T7 ON CA,ACTIVE,2017-03-15
29827,333 SIMCOE ST N  OSHAWA L1G 4T2 ON CA,ACTIVE,2017-08-26
29828,333 SIMCOE ST N  OSHAWA L1G 4T2 ON CA,ACTIVE,2017-08-26
29829,35 ELM GROVE AVE  TORONTO M6K 2J2 ON CA,ACTIVE,2017-05-15
29831,2520 BARTON ST E  HAMILTON L8E 3R5 ON CA,ACTIVE,2017-10-15
29832,2520 BARTON ST E  HAMILTON L8E 3R5 ON CA,ACTIVE,2017-10-15
29833,50 BAIF BLVD  RICHMOND HILL L4C 5L1 ON CA,ACTIVE,2017-08-15
29834,50 BAIF BLVD  RICHMOND HILL L4C 5L1 ON CA,ACTIVE,2017-08-15
29835,143 ST PATRICK ST  OTTAWA K1N 5J9 ON CA,ACTIVE,2017-02-15
29836,45 BARLAKE AV  HAMILTON L8E 3R6 ON CA,ACTIVE,2017-10-15
29837,45 BARLAKE AV  HAMILTON L8E 3R6 ON CA,ACTIVE,2017-10-15
29842,2969 FAIRLEA CRES  OTTAWA K1V 9N2 ON CA,ACTIVE,2017-06-27
29843,2969 FAIRLEA CRES  OTTAWA K1V 9N2 ON CA,ACTIVE,2017-06-28
29845,275 ASKIN AV  WINDSOR N9B 3R5 ON CA,ACTIVE,2017-11-02
29846,55 AVENUE ROAD  TORONTO M5R 3L2 ON CA,ACTIVE,2017-08-20
29847,55 AVENUE ROAD  TORONTO M5R 3L2 ON CA,ACTIVE,2017-08-20
29848,704 EAGLE ST N  CAMBRIDGE N3H 4T3 ON CA,ACTIVE,2017-05-15
29849,700 MEMORIAL AVE  ORILLIA L3V 6H1 ON CA,ACTIVE,2016-12-30
29850,290 YONGE ST  TORONTO M5B 1C8 ON CA,ACTIVE,2017-05-22
29851,290 YONGE ST  TORONTO M5B 1C8 ON CA,ACTIVE,2017-05-22
29853,141 SOMERSET ST W  OTTAWA K2P 2H1 ON CA,PENDING_RENEWAL,2017-08-02
29854,141 SOMERSET ST W  OTTAWA K2P 2H1 ON CA,PENDING_RENEWAL,2017-08-02
29855,7 AJAX ST  GUELPH N1H 2A9 ON CA,ACTIVE,2017-04-15
29856,9 AJAX ST  GUELPH N1H 2A9 ON CA,ACTIVE,2017-04-15
29859,55 AVENUE ROAD  TORONTO M5R 3L2 ON CA,ACTIVE,2017-08-20
29860,55 AVENUE ROAD  TORONTO M5R 3L2 ON CA,ACTIVE,2017-08-20
29861,1400 KENNEDY RD  SCARBOROUGH M1P 2L7 ON CA,ACTIVE,2017-08-15
29862,1400 KENNEDY RD  SCARBOROUGH M1P 2L7 ON CA,ACTIVE,2017-08-15
29863,1400 KENNEDY RD  SCARBOROUGH M1P 2L7 ON CA,ACTIVE,2017-08-15
29864,WATER ST  ST MARYS N0M 2V0 ON CA,ACTIVE,2017-09-15
29865,641 BATHGATE DR  OTTAWA K1K 3Y3 ON CA,ACTIVE,2017-11-15
29866,641 BATHGATE DR  OTTAWA K1K 3Y3 ON CA,ACTIVE,2017-11-15
29867,641 BATHGATE DR  OTTAWA K1K 3Y3 ON CA,ACTIVE,2017-11-15
29868,641 BATHGATE DR  OTTAWA K1K 3Y3 ON CA,ACTIVE,2017-11-15
29869,450 RUSTIC RD  TORONTO M6L 1W9 ON CA,ACTIVE,2017-02-15
29871,222 JACKSON ST W  HAMILTON L8P 4S5 ON CA,ACTIVE,2017-06-15
29872,222 JACKSON ST W  HAMILTON L8P 4S5 ON CA,ACTIVE,2017-06-15
29874,60 OLD MILL RD  ETOBICOKE M8X 1G7 ON CA,ACTIVE,2017-07-15
29876,575 ROSSLAND RD E MUNICIPAL BUILDING WHITBY L1N 2M8 ON CA,ACTIVE,2017-02-15
29877,55 NORTH PARK ST  BRANTFORD N3R 6P1 ON CA,ACTIVE,2017-07-15
29878,55 NORTH PARK ST  BRANTFORD N3R 6P1 ON CA,ACTIVE,2017-07-15
29879,154 SUNSET DR  ST THOMAS N5R 5K6 ON CA,ACTIVE,2016-12-15
2988,WEBSTER ST  BRANTFORD N3T 5A3 ON CA,ACTIVE,2017-03-15
29880,154 SUNSET DR  ST THOMAS N5R 5K6 ON CA,ACTIVE,2016-12-15
29881,1112 ST ANDREWS DR  MIDLAND L4R 4P4 ON CA,ACTIVE,2017-08-18
29882,155 TORONTO RD  PORT HOPE L1A 4A1 ON CA,ACTIVE,2017-05-15
29883,155 TORONTO RD  PORT HOPE L1A 4A1 ON CA,ACTIVE,2017-05-15
29884,1112 ST ANDREWS DR  MIDLAND L4R 4P4 ON CA,ACTIVE,2017-09-15
29885,130 DUNDAS ST W  TORONTO M5G 1C3 ON CA,ACTIVE,2017-08-15
29886,130 DUNDAS ST W  TORONTO M5G 1C3 ON CA,ACTIVE,2017-08-15
2989,662 KING ST W  TORONTO M5V 1M7 ON CA,ACTIVE,2017-09-15
29891,689 YONGE ST  MIDLAND L4R 2E1 ON CA,ACTIVE,2017-03-15
29892,666 KING ST E  OSHAWA L1H 7T7 ON CA,ACTIVE,2016-12-15
29894,3260 NEW ST  BURLINGTON L7N 3L4 ON CA,ACTIVE,2017-06-15
29895,2340 DUNDAS ST W  TORONTO M6P 4A9 ON CA,ACTIVE,2017-11-15
29896,380 BURNHAM ST  PETERBOROUGH K9H 1T6 ON CA,ACTIVE,2017-07-15
29898,777 OXFORD ST  OSHAWA L1J 6G9 ON CA,ACTIVE,2017-07-15
29899,CENTRAL POWER STN  NANTICOKE N0A 1L0 ON CA,ACTIVE,2017-07-15
29904,235 KING ST  PETERBOROUGH K9J 7T4 ON CA,ACTIVE,2017-02-28
29905,235 KING ST  PETERBOROUGH K9J 7T4 ON CA,ACTIVE,2017-02-28
29906,130 MOUNT HOPE ST  KITCHENER N2G 4M6 ON CA,ACTIVE,2017-03-15
29907,130 MOUNT HOPE ST  KITCHENER N2G 4M6 ON CA,ACTIVE,2017-03-15
29908,1355 KING ST W  TORONTO M6K 3C8 ON CA,ACTIVE,2017-08-15
29909,1355 KING ST W  TORONTO M6K 3C8 ON CA,ACTIVE,2017-08-15
29910,55 CIVIC RD  SCARBOROUGH M1L 2K9 ON CA,ACTIVE,2017-11-17
29911,55 CIVIC RD  SCARBOROUGH M1L 2K9 ON CA,ACTIVE,2017-11-17
29912,1624 FRANKLIN BLVD  CAMBRIDGE N3C 3P4 ON CA,ACTIVE,2017-05-15
29913,190 BRADY ST  SUDBURY P3E 1C7 ON CA,ACTIVE,2017-10-15
29914,190 BRADY ST  SUDBURY P3E 1C7 ON CA,ACTIVE,2017-10-15
29915,100 ECHO PT  SCARBOROUGH M1W 2V2 ON CA,ACTIVE,2017-11-15
29916,100 ECHO PT  SCARBOROUGH M1W 2V2 ON CA,ACTIVE,2017-11-15
29917,100 ECHO PT  SCARBOROUGH M1W 2V2 ON CA,ACTIVE,2017-11-15
29918,1624 FRANKLIN BLVD  CAMBRIDGE N3C 3P4 ON CA,ACTIVE,2017-05-15
29919,60 MOBILE DR  TORONTO M4A 2P3 ON CA,ACTIVE,2017-06-15
29920,3140 PETER ST  WINDSOR N9C 1H3 ON CA,ACTIVE,2017-01-15
29921,55 UNIVERSITY AVE  TORONTO M5J 2H7 ON CA,ACTIVE,2017-11-05
29922,351 GENEVA ST  ST CATHARINES L2N 6T3 ON CA,ACTIVE,2017-06-22
29923,351 GENEVA ST  ST CATHARINES L2N 6T3 ON CA,ACTIVE,2017-06-22
29924,MARIAN VILLA 200 COLLEGE AV LONDON N6A 1Y1 ON CA,ACTIVE,2017-06-15
29925,59 LAWSON RD  TORONTO M1C 2J1 ON CA,ACTIVE,2017-06-15
29926,655 HARWOOD AVE S  AJAX L1S 3M1 ON CA,ACTIVE,2017-02-15
29927,1742 BRISTOL RD W  MISSISSAUGA L5M 1X9 ON CA,ACTIVE,2017-05-15
2993,60 CAMBRIDGE ST N  OTTAWA K1R 7A5 ON CA,ACTIVE,2017-01-15
2994,60 CAMBRIDGE ST N  OTTAWA K1R 7A5 ON CA,ACTIVE,2017-01-15
29945,287 MACPHERSON AVE  TORONTO M4V 1A4 ON CA,ACTIVE,2017-04-06
29946,80 ORENDA CRT  BRAMPTON L6W 3M9 ON CA,ACTIVE,2017-06-15
29947,80 ORENDA CRT  BRAMPTON L6W 3M9 ON CA,ACTIVE,2017-06-15
29949,421 DUNDAS ST W  TORONTO M5T 2W4 ON CA,ACTIVE,2017-09-15
2995,60 CAMBRIDGE ST N  OTTAWA K1R 7A5 ON CA,ACTIVE,2017-01-15
29950,185 KING ST S  WATERLOO N2J 1P7 ON CA,ACTIVE,2017-04-20
29952,100 WATER ST E  CORNWALL K6H 6G4 ON CA,ACTIVE,2017-09-15
29953,200 LONDON RD  SARNIA N7T 7S9 ON CA,ACTIVE,2017-10-15
29954,1001 TALWOOD DR  PETERBOROUGH K9J 7T3 ON CA,ACTIVE,2017-11-23
29955,1001 TALWOOD DR  PETERBOROUGH K9J 7T3 ON CA,ACTIVE,2017-11-23
29957,100 WATER ST E  CORNWALL K6H 6G4 ON CA,ACTIVE,2017-09-15
29958,290 YONGE ST  TORONTO M5B 1C8 ON CA,ACTIVE,2017-05-22
2996,60 CAMBRIDGE ST N  OTTAWA K1R 7A5 ON CA,ACTIVE,2017-01-15
29960,290 YONGE ST  TORONTO M5B 2M5 ON CA,ACTIVE,2017-04-15
29961,290 YONGE ST  TORONTO M5B 2M5 ON CA,ACTIVE,2017-04-15
29962,290 YONGE ST  TORONTO M5B 2M5 ON CA,ACTIVE,2017-04-15
29963,290 YONGE ST  TORONTO M5B 2M5 ON CA,ACTIVE,2017-04-15
29964,290 YONGE ST  TORONTO M5B 2M5 ON CA,ACTIVE,2017-04-15
29965,122 CUMBERLAND ST S  THUNDER BAY P7B 5R8 ON CA,ACTIVE,2017-11-15
29966,122 CUMBERLAND ST S  THUNDER BAY P7B 5R8 ON CA,ACTIVE,2017-11-15
29968,5 SAN ROMANOWAY  DOWNSVIEW M3N 2Y4 ON CA,ACTIVE,2017-06-15
29969,5 SAN ROMANOWAY  DOWNSVIEW M3N 2Y4 ON CA,ACTIVE,2017-06-15
29970,5 SAN ROMANOWAY  DOWNSVIEW M3N 2Y4 ON CA,ACTIVE,2017-06-15
29971,1421 BROOKDALE AVE  CORNWALL K6J 5E8 ON CA,ACTIVE,2017-05-23
29972,211 KING ST  WELLAND L3B 5W1 ON CA,ACTIVE,2017-05-15
29973,211 KING ST  WELLAND L3B 5W1 ON CA,ACTIVE,2017-05-15
29974,349 ST CLAIR AVE W  TORONTO M5P 1N3 ON CA,ACTIVE,2017-09-15
29975,151 HUGHSON ST S  HAMILTON L8N 3Y4 ON CA,ACTIVE,2017-08-15
29976,151 HUGHSON ST S  HAMILTON L8N 3Y4 ON CA,ACTIVE,2017-08-15
29977,20 SUNRISE AVE  TORONTO M4A 2R2 ON CA,ACTIVE,2017-07-15
29978,10 SUNRISE AVE  TORONTO M4A 2R1 ON CA,ACTIVE,2017-07-15
29979,30 SUNRISE AVE  TORONTO M4A 2R3 ON CA,ACTIVE,2017-07-15
29980,40 SUNRISE AVE  TORONTO M4A 2R4 ON CA,ACTIVE,2017-07-15
29983,1715 MONTREAL RD  OTTAWA K1J 6N4 ON CA,ACTIVE,2017-04-15
29984,1715 MONTREAL RD  OTTAWA K1J 6N4 ON CA,ACTIVE,2017-04-15
29985,100 PEMBROKE ST  TORONTO M5A 3Z1 ON CA,ACTIVE,2017-11-15
29986,100 PEMBROKE ST  TORONTO M5A 3Z1 ON CA,ACTIVE,2017-11-15
29987,349 ST CLAIR AVE W  TORONTO M5P 1N3 ON CA,ACTIVE,2017-09-15
29988,70 BAIF BLVD  RICHMOND HILL L4C 5L2 ON CA,ACTIVE,2017-08-15
29989,70 BAIF BLVD  RICHMOND HILL L4C 5L2 ON CA,ACTIVE,2017-08-15
29990,2045 LAKE SHORE BLVD W  ETOBICOKE M8V 2Z6 ON CA,ACTIVE,2016-12-15
29992,1250 BRIDLETOWNE CIR  SCARBOROUGH M1W 2V1 ON CA,ACTIVE,2017-11-15
29993,1250 BRIDLETOWNE CIR  SCARBOROUGH M1W 2V1 ON CA,ACTIVE,2017-11-15
29994,1250 BRIDLETOWNE CIR  SCARBOROUGH M1W 2V1 ON CA,ACTIVE,2017-11-15
29996,111 DISCO RD  ETOBICOKE M9W 1M3 ON CA,ACTIVE,2017-03-31
29997,111 DISCO RD  ETOBICOKE M9W 1M3 ON CA,ACTIVE,2017-03-31
30001,16 WILLOW RD  GUELPH N1H 7B6 ON CA,ACTIVE,2017-04-15
30002,185 FIFTH ST  TORONTO M8V 2Z5 ON CA,ACTIVE,2017-01-01
30003,2 BELMONT ST  CORNWALL K6H 4Z1 ON CA,ACTIVE,2017-05-15
30004,1 FIRST CANADIAN PL  TORONTO M5X 1B5 ON CA,ACTIVE,2017-10-31
30005,1 FIRST CANADIAN PL  TORONTO M5X 1B5 ON CA,ACTIVE,2017-10-31
30006,1 FIRST CANADIAN PL  TORONTO M5X 1B5 ON CA,ACTIVE,2017-10-31
30007,789 YONGE ST  TORONTO M4W 2G8 ON CA,ACTIVE,2017-03-15
30008,789 YONGE ST  TORONTO M4W 2G8 ON CA,ACTIVE,2017-03-15
30009,30 DENTON AVE  SCARBOROUGH M1L 4P2 ON CA,ACTIVE,2017-01-15
30010,30 DENTON AVE  SCARBOROUGH M1L 4P2 ON CA,ACTIVE,2017-01-15
30011,30 DENTON AVE  SCARBOROUGH M1L 4P2 ON CA,ACTIVE,2017-01-15
30012,30 DENTON AVE  SCARBOROUGH M1L 4P2 ON CA,ACTIVE,2017-01-15
30013,30 DENTON AVE  SCARBOROUGH M1L 4P2 ON CA,ACTIVE,2017-01-15
30015,2757 KIPLING AVE  ETOBICOKE M9V 4C4 ON CA,ACTIVE,2017-05-03
30016,2757 KIPLING AVE  ETOBICOKE M9V 4C4 ON CA,ACTIVE,2017-05-03
30017,2757 KIPLING AVE  ETOBICOKE M9V 4C4 ON CA,ACTIVE,2017-05-03
30018,2757 KIPLING AVE  ETOBICOKE M9V 4C4 ON CA,ACTIVE,2017-05-03
30019,45&25 SILVERSPRINGS BLVD  SCARBOROUGH M1V 1M9 ON CA,ACTIVE,2017-04-15
30020,45&25 SILVERSPRINGS BLVD  SCARBOROUGH M1V 1M9 ON CA,ACTIVE,2017-04-15
30021,45&25 SILVERSPRINGS BLVD  SCARBOROUGH M1V 1M9 ON CA,ACTIVE,2017-04-15
30022,780 MOHAWK RD W  HAMILTON L9C 6P7 ON CA,ACTIVE,2017-04-15
30023,780 MOHAWK RD W  HAMILTON L9C 6P7 ON CA,ACTIVE,2017-04-15
30024,440 ELIZABETH ST  BURLINGTON L7R 2M1 ON CA,ACTIVE,2017-06-15
30025,440 ELIZABETH ST  BURLINGTON L7R 2M1 ON CA,ACTIVE,2017-06-15
30027,107 CHURCH ST  TORONTO M5C 2G5 ON CA,ACTIVE,2017-06-15
30028,2130 WESTON RD  WESTON M9N 3R9 ON CA,ACTIVE,2017-02-15
30029,2130 WESTON RD  WESTON M9N 3R9 ON CA,ACTIVE,2017-02-15
3003,197 COLBORNE ST  BRANTFORD N3T 2G8 ON CA,ACTIVE,2017-03-15
30030,82 RICHMOND ST E  TORONTO M5C 1P1 ON CA,ACTIVE,2017-05-19
30031,2737 KIPLING AVE  ETOBICOKE M9V 4C3 ON CA,ACTIVE,2017-05-03
30032,2737 KIPLING AVE  ETOBICOKE M9V 4C3 ON CA,ACTIVE,2017-05-03
30033,2737 KIPLING AVE  ETOBICOKE M9V 4C3 ON CA,ACTIVE,2017-05-03
30034,2737 KIPLING AVE  ETOBICOKE M9V 4C3 ON CA,ACTIVE,2017-05-03
30035,2737 KIPLING AVE  ETOBICOKE M9V 4C3 ON CA,ACTIVE,2017-05-03
30036,207 GALLOWAY RD  SCARBOROUGH M1E 4X3 ON CA,ACTIVE,2017-09-15
30037,207 GALLOWAY RD  SCARBOROUGH M1E 4X3 ON CA,ACTIVE,2017-09-15
30040,2772 BARTON ST E  HAMILTON L8E 3P5 ON CA,ACTIVE,2017-10-15
30041,2772 BARTON ST E  HAMILTON L8E 3P5 ON CA,ACTIVE,2017-10-15
30042,54 CHURCH ST  ST CATHARINES L2R 7K2 ON CA,ACTIVE,2017-04-15
30043,6 WILLOW RD  GUELPH N1H 7B5 ON CA,ACTIVE,2017-04-15
30044,421 DALHOUSIE ST  AMHERSTBURG N9V 3L2 ON CA,ACTIVE,2017-01-09
30045,421 DALHOUSIE ST  AMHERSTBURG N9V 3L2 ON CA,ACTIVE,2017-01-09
30046,180 DUDLEY AVE  THORNHILL L3T 4X2 ON CA,ACTIVE,2016-12-15
30047,180 DUDLEY AVE  THORNHILL L3T 4X2 ON CA,ACTIVE,2016-12-15
30048,WATER ST  ST MARYS N0M 2V0 ON CA,ACTIVE,2017-09-15
30049,1 FIRST CANADIAN PL  TORONTO M5X 1B5 ON CA,ACTIVE,2017-10-31
30053,100 PRUDENTIAL DR  SCARBOROUGH M1P 4V4 ON CA,ACTIVE,2016-12-15
30054,100 PRUDENTIAL DR  SCARBOROUGH M1P 4V4 ON CA,ACTIVE,2016-12-15
30055,100 PRUDENTIAL DR  SCARBOROUGH M1P 4V4 ON CA,ACTIVE,2016-12-15
30056,67 KING ST E  KITCHENER N2G 2K4 ON CA,ACTIVE,2017-01-15
30057,1580 MISSISSAUGA VALLEY BLVD  MISSISSAUGA L5A 3T8 ON CA,ACTIVE,2017-04-30
30058,1580 MISSISSAUGA VALLEY BLVD  MISSISSAUGA L5A 3T8 ON CA,ACTIVE,2017-04-30
30059,1580 MISSISSAUGA VALLEY BLVD  MISSISSAUGA L5A 3T8 ON CA,ACTIVE,2017-04-30
30060,30 DREWRY AV  WILLOWDALE M2M 4C4 ON CA,ACTIVE,2017-06-15
30061,760 MOHAWK RD W  HAMILTON L9C 6P6 ON CA,ACTIVE,2017-04-15
30062,760 MOHAWK RD W  HAMILTON L9C 6P6 ON CA,ACTIVE,2017-04-15
30063,760 MOHAWK RD W  HAMILTON L9C 6P6 ON CA,ACTIVE,2017-04-15
30064,301 PRUDENTIAL DR  SCARBOROUGH M1P 4V3 ON CA,ACTIVE,2017-11-15
30065,301 PRUDENTIAL DR  SCARBOROUGH M1P 4V3 ON CA,ACTIVE,2017-11-15
30066,301 PRUDENTIAL DR  SCARBOROUGH M1P 4V3 ON CA,ACTIVE,2017-11-15
30067,40 TRILLIUM VILLAGE  CHATHAM N7L 4M6 ON CA,ACTIVE,2016-12-15
30068,40 TRILLIUM VILLAGE  CHATHAM N7L 4M6 ON CA,ACTIVE,2016-12-15
30069,165 DUNDAS ST W  MISSISSAUGA L5B 2N6 ON CA,ACTIVE,2017-03-17
30070,165 DUNDAS ST W  MISSISSAUGA L5B 2N6 ON CA,ACTIVE,2017-03-17
30071,165 DUNDAS ST W  MISSISSAUGA L5B 2N6 ON CA,ACTIVE,2017-03-17
30072,50 RICHMOND ST E  OSHAWA L1G 7C7 ON CA,ACTIVE,2017-11-15
30073,50 RICHMOND ST E  OSHAWA L1G 7C7 ON CA,ACTIVE,2017-11-15
30074,1 FIRST CANADIAN PL  TORONTO M5X 1B5 ON CA,ACTIVE,2017-10-31
30075,1 FIRST CANADIAN PL  TORONTO M5X 1B5 ON CA,ACTIVE,2017-10-31
30076,1 FIRST CANADIAN PL  TORONTO M5X 1B5 ON CA,ACTIVE,2017-10-31
30077,55 WILLIAM ST E  OSHAWA L1G 7C9 ON CA,ACTIVE,2017-11-15
30078,55 WILLIAM ST E  OSHAWA L1G 7C9 ON CA,ACTIVE,2017-11-15
30083,29 WEST AVE  KITCHENER N2M 5E4 ON CA,ACTIVE,2017-01-15
30084,29 WEST AVE  KITCHENER N2M 5E4 ON CA,ACTIVE,2017-01-15
30085,15 TORRANCE RD  SCARBOROUGH M1J 3K2 ON CA,ACTIVE,2017-11-15
30086,15 TORRANCE RD  SCARBOROUGH M1J 3K2 ON CA,ACTIVE,2017-11-15
30087,15 TORRANCE RD  SCARBOROUGH M1J 3K2 ON CA,ACTIVE,2017-11-15
30088,89 HUMBER COLLEGE BLVD  ETOBICOKE M9V 4B8 ON CA,ACTIVE,2017-11-15
30089,3400 ERSKINE ST  WINDSOR N8Y 4T5 ON CA,ACTIVE,2017-11-05
30090,3400 ERSKINE ST  WINDSOR N8Y 4T5 ON CA,ACTIVE,2017-11-05
30091,476 GORDON ST  GUELPH N1G 1Y4 ON CA,ACTIVE,2017-05-15
30092,2929 AQUITAINE AVE  MISSISSAUGA L5N 2C7 ON CA,ACTIVE,2017-08-15
30093,2929 AQUITAINE AVE  MISSISSAUGA L5N 2C7 ON CA,ACTIVE,2017-08-15
30094,825 COXWELL AVE  TORONTO M4C 3E7 ON CA,ACTIVE,2017-02-15
30095,200 BRADY ST  SUDBURY P3E 5K3 ON CA,ACTIVE,2017-10-15
30096,200 BRADY ST  SUDBURY P3E 5K3 ON CA,ACTIVE,2017-10-15
30097,550 STRASBURG RD  KITCHENER N2E 2G9 ON CA,ACTIVE,2017-11-15
30098,550 STRASBURG RD  KITCHENER N2E 2G9 ON CA,ACTIVE,2017-11-15
301,1129 DON MILLS RD  DON MILLS M3B 2W4 ON CA,ACTIVE,2017-02-15
30104,MOORE PLANT  SARNIA N7T 7V1 ON CA,ACTIVE,2017-05-15
30105,100 SILVERCREEK PKY N  GUELPH N1H 7E9 ON CA,ACTIVE,2017-04-15
30106,100 SILVERCREEK PKY N  GUELPH N1H 7E9 ON CA,ACTIVE,2017-04-15
30110,25 TWEEDSMUIR RD  KIRKLAND LAKE P2N 3M8 ON CA,ACTIVE,2017-03-30
30112,245 WESTWOOD RD  GUELPH N1H 7H5 ON CA,ACTIVE,2017-05-09
30115,805 GRAND AVE W  CHATHAM N7L 4M5 ON CA,ACTIVE,2017-08-25
30116,265 WESTWOOD RD  GUELPH N1H 7G9 ON CA,ACTIVE,2016-12-17
30120,675 RIVERMEDE RD  CONCORD L4K 2G9 ON CA,ACTIVE,2017-07-15
30121,255 WESTWOOD RD  GUELPH N1H 7G8 ON CA,ACTIVE,2016-12-17
30122,21 KNIGHTSBRIDGE RD  BRAMPTON L6T 3Y1 ON CA,ACTIVE,2017-02-15
30123,21 KNIGHTSBRIDGE RD  BRAMPTON L6T 3Y1 ON CA,ACTIVE,2017-02-15
30124,21 KNIGHTSBRIDGE RD  BRAMPTON L6T 3Y1 ON CA,ACTIVE,2017-02-15
30125,81 MILLSIDE DR  MILTON L9T 3X4 ON CA,ACTIVE,2016-12-15
30126,81 MILLSIDE DR  MILTON L9T 3X4 ON CA,ACTIVE,2016-12-15
30127,25 WESTWOOD CRT  LINDSAY K9V 5A5 ON CA,ACTIVE,2017-10-28
30128,25 WESTWOOD CRT  LINDSAY K9V 5A5 ON CA,ACTIVE,2017-10-28
30129,225 WESTWOOD RD  GUELPH N1H 7H4 ON CA,ACTIVE,2017-04-07
30130,1 OVERLAND DR  DON MILLS M3C 2C3 ON CA,ACTIVE,2017-01-15
30131,70 STATION ST  AJAX L1S 1R9 ON CA,ACTIVE,2017-02-15
30132,243 CONSUMERS RD  WILLOWDALE M2J 1R3 ON CA,ACTIVE,2017-05-23
30133,243 CONSUMERS RD  WILLOWDALE M2J 1R3 ON CA,ACTIVE,2017-08-15
30134,243 CONSUMERS RD  WILLOWDALE M2J 1R3 ON CA,ACTIVE,2017-08-15
30135,243 CONSUMERS RD  WILLOWDALE M2J 1R3 ON CA,ACTIVE,2017-08-15
30136,243 CONSUMERS RD  WILLOWDALE M2J 1R3 ON CA,ACTIVE,2017-01-27
30137,101 WHITE OAKS CRT  WHITBY L1P 1A1 ON CA,ACTIVE,2017-02-15
30138,101 WHITE OAKS CRT  WHITBY L1P 1A1 ON CA,ACTIVE,2017-02-15
30139,101 WHITE OAKS CRT  WHITBY L1P 1A1 ON CA,ACTIVE,2017-02-15
30140,201 WHITE OAKS CRT  WHITBY L1P 1A2 ON CA,ACTIVE,2017-02-15
30141,201 WHITE OAKS CRT  WHITBY L1P 1A2 ON CA,ACTIVE,2017-02-15
30143,28 HELEN AVE  BRANTFORD N3T 5Z1 ON CA,ACTIVE,2017-09-21
30144,28 HELEN AVE  BRANTFORD N3T 5Z1 ON CA,ACTIVE,2017-09-21
30146,666 CHIPPAWA ST  WINDSOR N9C 4B9 ON CA,ACTIVE,2017-11-05
30147,666 CHIPPAWA ST  WINDSOR N9C 4B9 ON CA,ACTIVE,2017-11-05
30151,4900 SHEPPARD AVE E  SCARBOROUGH M1S 4A7 ON CA,ACTIVE,2017-09-10
30152,16 CELESTINE ST  ST THOMAS N5P 1J9 ON CA,ACTIVE,2017-03-15
30154,165 BARTON ST E  HAMILTON L8L 2W6 ON CA,ACTIVE,2017-01-29
30155,165 BARTON ST E  HAMILTON L8L 2W6 ON CA,ACTIVE,2017-01-29
30156,941 PROGRESS AVE  SCARBOROUGH M1K 5E9 ON CA,ACTIVE,2017-01-15
30157,225 KING WILLIAM ST  HAMILTON L8R 1B1 ON CA,ACTIVE,2017-08-15
30160,17 KNIGHTSBRIDGE RD  BRAMPTON L6T 3X9 ON CA,ACTIVE,2017-11-15
