ElevatingDevicesNumber,Latest_INSPECTION_Date,outcome_class,prior_pass_count,prior_followup_count,prior_fail_count,days_since_last_inspection,rolling_pass_rate,prior_order_count,prior_mean_riskscore,alteration_count,device_type_Freight Elevator,device_type_LULA Elevator,device_type_Observation Elevator,device_type_Other,device_type_Passenger Elevator,device_type_nan,prior_outcome_Fail,prior_outcome_Follow Up,prior_outcome_Other,prior_outcome_Pass,prior_outcome_nan
17845,2015-01-22,Follow Up,0,2,0,434.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
19976,2015-01-22,Follow Up,3,1,0,675.0,0.75,2,26.0,1,False,False,False,False,True,False,False,False,False,True,False
64659824,2015-01-22,Pass,0,1,1,104.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
22088,2015-01-22,Pass,0,1,0,1008.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
39992,2015-01-22,Follow Up,1,1,0,58.0,0.5,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
30233,2015-01-22,Follow Up,1,0,0,1086.0,1.0,0,15.0,0,False,False,False,False,True,False,False,False,False,True,False
64676619,2015-01-23,Pass,0,0,3,8.0,0.0,0,15.0,0,True,False,False,False,False,False,True,False,False,False,False
30232,2015-01-22,Follow Up,0,1,0,1086.0,0.0,2,20.0,0,False,False,False,False,True,False,False,True,False,False,False
12256,2015-01-22,Pass,0,1,0,1088.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64662220,2015-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
64513710,2015-01-22,Pass,2,3,0,653.0,0.4,0,15.0,0,False,True,False,False,False,False,False,False,False,True,False
62811,2015-01-22,Pass,1,0,0,1114.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
38654,2015-01-22,Pass,0,0,1,433.0,0.0,0,15.0,0,False,False,False,False,True,False,True,False,False,False,False
23318,2015-01-22,Follow Up,1,2,1,1004.0,0.25,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
64511651,2015-01-22,Pass,1,0,0,1100.0,1.0,0,15.0,0,False,True,False,False,False,False,False,False,False,True,False
19212,2015-01-22,Pass,0,0,1,433.0,0.0,0,15.0,0,False,False,False,False,True,False,True,False,False,False,False
39512,2015-01-22,Fail,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
39513,2015-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
64506274,2015-01-22,Pass,0,3,0,30.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
8981,2015-01-22,Follow Up,1,0,0,814.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
24045,2015-01-22,Pass,1,3,0,113.0,0.25,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
32278,2015-01-22,Pass,1,2,0,640.0,0.3333333333333333,1,22.0,2,False,False,False,False,True,False,False,True,False,False,False
73515,2015-01-22,Pass,0,2,0,84.0,0.0,3,5.0000123,1,False,False,False,False,True,False,False,True,False,False,False
32279,2015-01-22,Pass,1,1,1,640.0,0.3333333333333333,0,15.0,1,False,False,False,False,True,False,True,False,False,False,False
24046,2015-01-22,Pass,1,3,0,113.0,0.25,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
88962,2015-01-26,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
76943,2015-01-22,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
85464,2015-01-22,Pass,0,2,0,17.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
37707,2015-01-22,Pass,1,2,0,822.0,0.3333333333333333,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
37706,2015-01-22,Pass,1,3,1,83.0,0.2,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
64674705,2015-01-22,Fail,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
31944,2015-01-22,Pass,0,1,0,416.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
64664111,2015-01-22,Fail,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
22075,2015-01-22,Follow Up,0,1,0,1087.0,0.0,7,19.428571428571427,1,False,False,False,False,True,False,False,True,False,False,False
14743,2015-01-22,Follow Up,1,2,2,314.0,0.2,0,15.0,3,True,False,False,False,False,False,True,False,False,False,False
15610,2015-01-22,Other,1,1,0,715.0,0.5,2,22.0,1,False,False,False,False,True,False,False,False,False,True,False
85465,2015-01-22,Pass,1,2,0,14.0,0.3333333333333333,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
65821,2015-01-22,Pass,0,1,0,819.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
65547,2015-01-22,Follow Up,0,2,0,38.0,0.0,9,3.456852563,1,False,False,False,False,True,False,False,True,False,False,False
79398,2015-01-22,Follow Up,1,0,0,1.0,0.5,1,15.0,0,False,False,False,False,True,False,False,False,True,False,False
64660134,2015-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
88303,2015-01-22,Follow Up,2,1,0,840.0,0.6666666666666666,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
35572,2015-01-22,Follow Up,0,2,0,325.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
88304,2015-01-22,Follow Up,1,2,0,840.0,0.3333333333333333,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64508179,2015-01-22,Pass,1,2,0,52.0,0.3333333333333333,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
67401,2015-01-22,Pass,1,13,0,104.0,0.07142857142857142,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
67401,2015-01-22,Follow Up,1,13,0,104.0,0.07142857142857142,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
23429,2015-01-22,Follow Up,1,1,0,829.0,0.5,3,17.333333333333332,2,False,False,False,False,True,False,False,False,False,True,False
22919,2015-01-22,Pass,2,4,0,325.0,0.2857142857142857,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
23428,2015-01-22,Follow Up,0,1,0,1050.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
74727,2015-01-22,Fail,1,0,1,49.0,0.5,7,10.714285714285714,0,False,False,False,False,True,False,True,False,False,False,False
23453,2015-01-22,Follow Up,0,1,0,729.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
73515,2015-01-22,Follow Up,0,2,0,84.0,0.0,3,5.0000123,1,False,False,False,False,True,False,False,True,False,False,False
23453,2015-01-22,Follow Up,0,1,0,729.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
85466,2015-01-22,Pass,1,1,0,17.0,0.5,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
11499,2015-01-22,Pass,0,1,0,1064.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
20509,2015-01-22,Follow Up,2,2,0,8.0,0.5,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
20510,2015-01-22,Follow Up,2,3,0,8.0,0.4,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
63923,2015-01-22,Follow Up,1,0,0,1095.0,1.0,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
63924,2015-01-22,Follow Up,0,1,0,1095.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
63923,2015-01-22,Pass,1,0,0,1095.0,1.0,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
63924,2015-01-22,Pass,0,1,0,1095.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
62812,2015-01-22,Pass,1,0,0,1114.0,1.0,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
35573,2015-01-22,Follow Up,0,2,0,325.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
62811,2015-01-22,Pass,1,0,0,1114.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
19308,2015-01-22,Follow Up,1,0,0,1085.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
13882,2015-01-22,Follow Up,1,2,0,315.0,0.3333333333333333,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
66056,2015-01-22,Fail,0,1,0,381.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
67866,2015-01-22,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
68853,2015-01-22,Pass,0,1,0,828.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
23317,2015-01-22,Pass,1,2,1,1004.0,0.25,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
16147,2015-01-22,Pass,0,2,0,314.0,0.0,0,15.0,0,True,False,False,False,False,False,False,True,False,False,False
65547,2015-01-22,Follow Up,0,2,0,38.0,0.0,9,3.456852563,1,False,False,False,False,True,False,False,True,False,False,False
8751,2015-01-22,Pass,1,1,0,113.0,0.5,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
70275,2015-01-22,Pass,0,3,0,107.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64621189,2015-01-22,Fail,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
68854,2015-01-22,Pass,0,1,0,828.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
656,2015-01-22,Follow Up,0,1,0,336.0,0.0,2,0.0019172255,3,False,False,False,False,True,False,False,True,False,False,False
64513545,2015-01-22,Pass,0,1,0,1071.0,0.0,0,15.0,0,False,True,False,False,False,False,False,True,False,False,False
27407,2015-01-22,Follow Up,1,2,1,378.0,0.25,8,9.37500064125,1,False,False,False,False,True,False,False,False,False,True,False
36911,2015-01-26,Follow Up,2,1,0,641.0,0.6666666666666666,1,15.0,1,False,False,False,False,True,False,False,False,False,True,False
38809,2015-01-22,Follow Up,0,1,0,1025.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
87137,2015-01-22,Follow Up,1,2,0,674.0,0.3333333333333333,0,15.0,0,False,False,False,False,False,True,False,False,False,True,False
36912,2015-01-26,Follow Up,2,1,0,641.0,0.6666666666666666,1,15.0,1,False,False,False,False,True,False,False,False,False,True,False
13519,2015-01-22,Follow Up,1,2,0,1.0,0.3333333333333333,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
16866,2015-01-22,Follow Up,0,3,0,283.0,0.0,2,15.0,2,False,False,False,False,True,False,False,True,False,False,False
87327,2015-01-22,Pass,1,1,0,99.0,0.5,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
28142,2015-01-22,Follow Up,2,2,0,448.0,0.5,3,15.0,2,False,False,False,False,True,False,False,True,False,False,False
16898,2015-01-22,Follow Up,0,1,0,1087.0,0.0,10,21.2,1,False,False,False,False,True,False,False,True,False,False,False
61957,2015-01-22,Pass,0,1,0,1113.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
60230,2015-01-22,Follow Up,1,1,0,689.0,0.5,6,16.333333333333332,1,False,False,False,False,True,False,False,False,False,True,False
32493,2015-01-22,Follow Up,1,1,0,1056.0,0.5,2,15.0,2,False,False,False,False,True,False,False,False,False,True,False
32492,2015-01-22,Follow Up,1,1,0,1056.0,0.5,4,15.0,1,False,False,False,False,True,False,False,False,False,True,False
27090,2015-01-22,Pass,0,1,0,1157.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
32491,2015-01-22,Follow Up,1,1,0,1056.0,0.5,1,15.0,1,False,False,False,False,True,False,False,False,False,True,False
16867,2015-01-22,Follow Up,0,3,0,283.0,0.0,1,15.0,2,False,False,False,False,True,False,False,True,False,False,False
65313,2015-01-22,Pass,1,0,1,14.0,0.5,0,15.0,0,False,False,False,False,True,False,True,False,False,False,False
36910,2015-01-26,Follow Up,2,4,0,641.0,0.3333333333333333,5,15.0,1,False,False,False,False,True,False,False,False,False,True,False
32490,2015-01-22,Follow Up,1,1,0,1056.0,0.5,1,15.0,2,False,False,False,False,True,False,False,False,False,True,False
82156,2015-01-22,Pass,0,1,0,827.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
23258,2015-01-22,Fail,0,2,0,43.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
78772,2015-01-22,Pass,2,3,0,43.0,0.4,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64608200,2015-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
23637,2015-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
17041,2015-01-22,Follow Up,1,0,0,814.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
61781,2015-01-22,Pass,1,0,0,1156.0,1.0,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
31227,2015-01-22,Follow Up,0,1,0,52.0,0.0,12,11.25,1,False,False,False,False,True,False,False,True,False,False,False
64657821,2015-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,True,False,False,False,False,False,False,False,False,False,True
31226,2015-01-22,Fail,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
87582,2015-01-22,Pass,0,1,0,1113.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
80704,2015-01-22,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
18475,2015-01-22,Fail,1,2,0,328.0,0.3333333333333333,5,14.31166115,2,False,False,False,False,True,False,False,False,False,True,False
83203,2015-01-22,Pass,2,2,0,94.0,0.5,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
17039,2015-01-22,Pass,1,1,0,688.0,0.5,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
62185,2015-01-22,Follow Up,0,1,0,1025.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
83202,2015-01-22,Pass,1,2,0,94.0,0.3333333333333333,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
62929,2015-01-22,Follow Up,0,1,0,1099.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
83201,2015-01-22,Pass,2,3,0,94.0,0.4,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
87136,2015-01-22,Follow Up,1,3,0,674.0,0.25,0,15.0,0,False,False,False,False,False,True,False,False,False,True,False
75881,2015-01-22,Follow Up,0,2,0,1095.0,0.0,2,15.0,0,False,False,False,False,True,False,False,True,False,False,False
32278,2015-01-22,Fail,1,2,0,640.0,0.3333333333333333,1,22.0,2,False,False,False,False,True,False,False,True,False,False,False
80703,2015-01-22,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
36909,2015-01-26,Follow Up,2,1,0,641.0,0.6666666666666666,1,15.0,1,False,False,False,False,True,False,False,False,False,True,False
14743,2015-01-22,Pass,1,2,2,314.0,0.2,0,15.0,3,True,False,False,False,False,False,True,False,False,False,False
71315,2015-01-22,Pass,0,2,0,43.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
32581,2015-01-22,Fail,1,3,2,94.0,0.16666666666666666,13,11.846155884615383,0,False,False,False,False,True,False,False,True,False,False,False
68036,2015-01-22,Follow Up,1,3,0,1.0,0.25,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
16866,2015-01-22,Pass,0,3,0,283.0,0.0,2,15.0,2,False,False,False,False,True,False,False,True,False,False,False
16867,2015-01-22,Pass,0,3,0,283.0,0.0,1,15.0,2,False,False,False,False,True,False,False,True,False,False,False
14016,2015-01-22,Pass,0,3,0,267.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
60231,2015-01-22,Follow Up,0,2,0,827.0,0.0,5,16.8,1,False,False,False,False,True,False,False,True,False,False,False
10,2015-01-22,Pass,1,5,0,742.0,0.16666666666666666,10,19.2,3,False,False,False,False,True,False,False,False,False,True,False
61524,2015-01-22,Pass,0,2,0,43.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
77065,2015-01-22,Pass,0,2,1,16.0,0.0,0,15.0,0,False,False,False,False,True,False,True,False,False,False,False
64608200,2015-01-22,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
68780,2015-01-22,Pass,1,0,1,1.0,0.5,0,15.0,1,False,False,False,False,True,False,True,False,False,False,False
31221,2015-01-22,Follow Up,0,2,0,1023.0,0.0,3,15.333333333333334,2,False,False,False,False,True,False,False,True,False,False,False
16897,2015-01-22,Follow Up,0,1,0,1087.0,0.0,10,19.9,1,False,False,False,False,True,False,False,True,False,False,False
64417,2015-01-22,Follow Up,0,2,0,307.0,0.0,7,0.00019821857142857143,0,False,False,False,False,True,False,False,True,False,False,False
11979,2015-01-22,Follow Up,0,1,0,1095.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
10,2015-01-22,Follow Up,1,5,0,742.0,0.16666666666666666,10,19.2,3,False,False,False,False,True,False,False,False,False,True,False
82524,2015-01-22,Fail,0,2,0,1007.0,0.0,4,17.5,0,False,False,False,False,True,False,False,True,False,False,False
31219,2015-01-22,Follow Up,0,2,0,1023.0,0.0,4,20.25,2,False,False,False,False,True,False,False,True,False,False,False
16898,2015-01-22,Pass,0,1,0,1087.0,0.0,10,21.2,1,False,False,False,False,True,False,False,True,False,False,False
16897,2015-01-22,Pass,0,1,0,1087.0,0.0,10,19.9,1,False,False,False,False,True,False,False,True,False,False,False
64667210,2015-01-22,Follow Up,0,0,2,1.0,0.0,0,15.0,0,False,False,False,False,True,False,True,False,False,False,False
19975,2015-01-22,Pass,1,3,0,328.0,0.25,1,0.0,1,False,False,False,False,True,False,False,False,False,True,False
28704,2015-01-22,Follow Up,2,3,0,2.0,0.3333333333333333,0,15.0,2,False,False,False,False,True,False,False,False,True,False,False
14017,2015-01-22,Pass,0,3,0,267.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
24148,2015-01-22,Pass,0,1,0,715.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
11907,2016-01-22,Follow Up,1,1,0,332.0,0.3333333333333333,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64659489,2016-01-22,Follow Up,0,4,0,51.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
11908,2016-01-22,Fail,1,1,0,337.0,0.5,5,3.5113082074,2,False,False,False,False,True,False,False,True,False,False,False
64707544,2016-01-22,Follow Up,0,1,0,1.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
66197,2016-01-22,Follow Up,0,3,0,301.0,0.0,2,7.500001465,1,False,False,False,False,True,False,False,True,False,False,False
19443,2016-01-22,Pass,1,0,0,1208.0,1.0,2,15.0,1,False,False,False,False,True,False,False,False,False,True,False
36188,2016-01-22,Pass,1,3,3,16.0,0.14285714285714285,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
63644,2016-01-22,Pass,0,1,0,1155.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
14215,2016-01-22,Pass,0,3,0,86.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
11906,2016-01-22,Follow Up,1,1,0,337.0,0.5,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
78675,2016-01-22,Follow Up,1,2,0,462.0,0.25,4,16.75,1,False,False,False,False,True,False,False,True,False,False,False
78676,2016-01-22,Follow Up,1,2,0,463.0,0.3333333333333333,5,13.4,1,False,False,False,False,True,False,False,True,False,False,False
14215,2016-01-22,Pass,0,3,0,86.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
580,2016-01-22,Follow Up,1,3,0,15.0,0.25,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
66196,2016-01-22,Follow Up,0,3,0,301.0,0.0,2,15.0,1,False,False,False,False,True,False,False,True,False,False,False
35582,2016-01-22,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
16115,2016-01-22,Follow Up,1,3,0,15.0,0.25,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
14216,2016-01-22,Fail,1,1,0,1036.0,0.5,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
14216,2016-01-22,Follow Up,1,1,0,1036.0,0.5,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
66287,2016-01-22,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
6281,2016-01-22,Follow Up,0,0,1,94.0,0.0,1,0.0,2,False,False,False,False,True,False,True,False,False,False,False
64659490,2016-01-22,Follow Up,0,2,1,51.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64894,2016-01-22,Pass,1,2,1,36.0,0.2,2,2.29e-06,2,False,False,False,False,True,False,False,False,False,True,False
61122,2016-01-22,Pass,0,5,0,49.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64532200,2016-01-22,Pass,0,1,0,633.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64532191,2016-01-22,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
64701809,2016-01-22,Pass,0,0,1,78.0,0.0,0,15.0,0,False,True,False,False,False,False,True,False,False,False,False
64532192,2016-01-22,Pass,0,1,0,667.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
13358,2016-01-22,Follow Up,1,1,0,332.0,0.5,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64532199,2016-01-22,Pass,0,2,0,37.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
6301,2016-01-22,Follow Up,0,1,0,94.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
33266,2016-01-22,Follow Up,1,0,0,1.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
13359,2016-01-22,Follow Up,0,1,0,332.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
64532198,2016-01-22,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
21714,2016-01-22,Pass,0,1,0,1010.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
32532,2016-01-22,Pass,0,1,0,737.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64707543,2016-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
22055,2016-01-22,Follow Up,3,5,0,91.0,0.375,11,4.149523646545455,0,False,False,False,False,True,False,False,True,False,False,False
6302,2016-01-22,Follow Up,0,1,0,94.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
36280,2016-01-22,Pass,1,1,0,112.0,0.5,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
64532193,2016-01-22,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
64532194,2016-01-22,Pass,0,1,0,686.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
31738,2016-01-22,Follow Up,2,1,0,10.0,0.6666666666666666,5,9.0,1,True,False,False,False,False,False,False,False,False,True,False
64686805,2016-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
11905,2016-01-22,Follow Up,1,1,0,337.0,0.5,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
22054,2016-01-22,Follow Up,2,1,0,91.0,0.6666666666666666,8,1.9474727757499999,0,False,False,False,False,True,False,False,True,False,False,False
64659489,2016-01-22,Follow Up,0,4,0,51.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64532193,2016-01-22,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
64532198,2016-01-22,Fail,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
68012,2016-01-22,Other,0,3,0,57.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64659490,2016-01-22,Pass,0,2,1,51.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
21715,2016-01-22,Pass,0,1,0,1010.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
69544,2016-01-22,Follow Up,2,3,0,270.0,0.4,19,13.421052739473685,1,False,False,False,False,True,False,False,False,False,True,False
5345,2016-01-22,Follow Up,2,0,0,415.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
86896,2016-01-22,Pass,1,1,0,1072.0,0.5,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
75156,2016-01-22,Pass,0,2,0,64.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64497124,2016-01-22,Pass,0,0,0,,0.0,0,15.0,0,False,True,False,False,False,False,False,False,False,False,True
40158,2016-01-22,Follow Up,1,9,0,44.0,0.1,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
32494,2016-01-22,Other,1,0,0,1149.0,1.0,0,15.0,1,False,False,False,False,True,False,False,False,False,True,False
61512,2016-01-22,Follow Up,1,2,0,364.0,0.3333333333333333,0,15.0,3,False,False,False,False,True,False,False,False,False,True,False
27653,2016-01-22,Pass,0,1,1,2.0,0.0,0,15.0,2,False,False,False,False,True,False,True,False,False,False,False
64553892,2016-01-22,Pass,1,0,0,1011.0,1.0,0,15.0,0,False,False,False,False,True,False,False,False,False,True,False
64895,2016-01-22,Follow Up,1,3,0,36.0,0.25,2,7.5,2,False,False,False,False,True,False,False,False,False,True,False
78696,2016-01-22,Fail,1,3,1,1.0,0.16666666666666666,20,13.331282188,1,False,False,False,False,True,False,False,True,False,False,False
27655,2016-01-22,Pass,0,3,0,2.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
64894,2016-01-22,Follow Up,1,2,1,36.0,0.2,2,2.29e-06,2,False,False,False,False,True,False,False,False,False,True,False
64895,2016-01-22,Pass,1,3,0,36.0,0.25,2,7.5,2,False,False,False,False,True,False,False,False,False,True,False
22431,2016-01-22,Follow Up,1,0,0,1194.0,1.0,2,22.0,0,False,False,False,False,True,False,False,False,False,True,False
22430,2016-01-22,Follow Up,1,3,0,1067.0,0.25,4,20.25,0,False,False,False,False,True,False,False,False,False,True,False
76472,2016-01-22,Follow Up,1,1,0,710.0,0.5,0,15.0,0,False,False,False,False,True,False,False,False,False,True,False
87422,2016-01-22,Pass,1,5,0,44.0,0.16666666666666666,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64498077,2016-01-22,Follow Up,1,2,2,73.0,0.2,0,15.0,0,False,True,False,False,False,False,False,True,False,False,False
68297,2016-01-22,Follow Up,1,1,0,344.0,0.5,2,8.322887911,0,False,False,False,False,True,False,False,True,False,False,False
68298,2016-01-22,Follow Up,1,1,0,344.0,0.5,2,8.322887911,0,False,False,False,False,True,False,False,True,False,False,False
39348,2016-01-22,Pass,0,3,1,31.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
20794,2016-01-22,Follow Up,0,2,0,1176.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
71629,2016-01-22,Follow Up,1,0,0,1549.0,1.0,0,15.0,0,False,False,False,False,True,False,False,False,False,True,False
64499139,2016-01-22,Pass,0,6,0,60.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
62079,2016-01-22,Pass,1,3,0,2.0,0.25,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
