ElevatingDevicesNumber,Latest_INSPECTION_Date,outcome_class,prior_pass_count,prior_followup_count,prior_fail_count,days_since_last_inspection,rolling_pass_rate,prior_order_count,prior_mean_riskscore,alteration_count,device_type_Freight Elevator,device_type_LULA Elevator,device_type_Observation Elevator,device_type_Other,device_type_Passenger Elevator,device_type_nan,prior_outcome_Fail,prior_outcome_Follow Up,prior_outcome_Other,prior_outcome_Pass,prior_outcome_nan
18275,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
18816,2011-02-16,Follow Up,0,1,0,12.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
13824,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
62047,2011-02-23,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
18274,2011-02-16,Fail,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
18274,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
69734,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
62154,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
27468,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,True,False,False,False,False,False,False,False,False,False,True
22994,2011-02-16,Follow Up,0,1,0,21.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
84337,2011-02-16,Follow Up,0,2,0,5.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
1947,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
18853,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
77829,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
22993,2011-02-16,Follow Up,0,1,0,21.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
61349,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
28113,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
29243,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
29242,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
18852,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
62048,2011-02-23,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
29250,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
29249,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
38549,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
62153,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
38550,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
28565,2011-02-16,Follow Up,0,1,0,41.0,0.0,0,15.0,4,False,False,False,False,True,False,False,True,False,False,False
28434,2011-02-16,Follow Up,0,1,0,41.0,0.0,0,15.0,4,False,False,False,False,True,False,False,True,False,False,False
75361,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
75359,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
66557,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
75360,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
9334,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
29244,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
64496339,2011-02-16,Follow Up,0,1,0,5.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
18275,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
72354,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
30124,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
60959,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
61342,2011-02-23,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
19053,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
37047,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
31692,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
36667,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
36864,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,False,True,False,False,False,False,True
36667,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
37046,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
23478,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
36668,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
28553,2011-02-16,Follow Up,0,1,0,41.0,0.0,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
36666,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
23465,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
30452,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
15021,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
28564,2011-02-16,Follow Up,0,1,0,41.0,0.0,0,15.0,4,False,False,False,False,True,False,False,True,False,False,False
77207,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
36668,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
65298,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
36666,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
23030,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
33295,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
30122,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
17880,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
60958,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
29912,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
31693,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
65300,2011-02-16,Pass,0,1,0,36.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
84962,2011-02-16,Follow Up,0,1,0,34.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
9333,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,False,True,False,False,False,False,True
61551,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
84996,2011-02-16,Fail,0,1,0,34.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
37045,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
81004,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
23496,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,4,False,False,False,False,True,False,False,False,False,False,True
9209,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
72355,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
23494,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
28435,2011-02-16,Follow Up,0,1,0,41.0,0.0,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
61547,2011-02-16,Pass,0,0,0,,0.0,0,15.0,4,False,False,False,False,True,False,False,False,False,False,True
72571,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
30123,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
13353,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,True,False,False,False,False,False,False,False,False,False,True
74340,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
76265,2011-02-16,Pass,1,1,0,34.0,0.5,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
17453,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
33411,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
33412,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
67465,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
31181,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
82122,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
31182,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
61154,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
68054,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
80384,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
23156,2011-02-16,Follow Up,0,1,0,34.0,0.0,0,15.0,1,True,False,False,False,False,False,False,True,False,False,False
73233,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
28114,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
38344,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
38343,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
60744,2011-02-23,Fail,0,0,0,,0.0,0,15.0,0,False,False,False,False,False,True,False,False,False,False,True
6427,2011-02-16,Follow Up,0,0,1,1.0,0.0,0,15.0,0,True,False,False,False,False,False,True,False,False,False,False
14282,2011-02-16,Pass,0,2,0,5.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
60743,2011-02-23,Fail,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
29918,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
82970,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
81410,2011-02-16,Follow Up,0,0,1,1.0,0.0,0,15.0,1,False,False,False,False,True,False,True,False,False,False,False
80536,2011-02-16,Follow Up,0,2,0,35.0,0.0,5,22.0,1,False,False,False,False,True,False,False,True,False,False,False
64493043,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
81411,2011-02-16,Follow Up,0,1,0,1.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
65145,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
36564,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
12884,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
31558,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
31307,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
69275,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
31557,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
31306,2011-02-16,Fail,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
9288,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
31306,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
80535,2011-02-16,Follow Up,0,1,1,35.0,0.0,2,25.5,1,False,False,False,False,True,False,False,True,False,False,False
18840,2011-02-16,Follow Up,0,0,1,8.0,0.0,0,15.0,1,False,False,False,False,True,False,True,False,False,False,False
69236,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
14281,2011-02-16,Pass,0,0,2,5.0,0.0,0,15.0,1,False,False,False,False,True,False,True,False,False,False,False
4934,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,True,False,False,False,False,False,False,False,False,False,True
64499420,2011-02-16,Pass,0,0,1,6.0,0.0,0,15.0,0,False,True,False,False,False,False,True,False,False,False,False
63654,2011-02-16,Pass,0,1,0,21.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
21874,2011-02-16,Follow Up,0,1,0,1.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
64498180,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,True,False,False,False,False,False,False,False,False,True
32115,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
39181,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
31020,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
23242,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
38590,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
61342,2011-02-23,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
64514,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
81003,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
32672,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
15994,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
19402,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
64513,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
20851,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
14922,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
17879,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
32116,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
32117,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
38589,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
13561,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
38588,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
36564,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
9287,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
28554,2011-02-16,Fail,0,1,0,41.0,0.0,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
27890,2011-02-16,Pass,0,1,0,29.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
27749,2011-02-16,Pass,0,1,0,21.0,0.0,0,15.0,0,True,False,False,False,False,False,False,True,False,False,False
21358,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
27355,2011-02-16,Pass,1,2,0,21.0,0.3333333333333333,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64499088,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
22874,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
77829,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
28251,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
69274,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
29249,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
7725,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,True,False,False,False,False,False,False,False,False,False,True
23243,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
64933,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
65302,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
65301,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
77828,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
29250,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
32152,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
64490678,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
79844,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
64932,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
28250,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
79843,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
61350,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
29243,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
64500391,2011-02-16,Follow Up,0,0,1,1.0,0.0,0,15.0,0,False,False,False,False,True,False,True,False,False,False,False
23466,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
66556,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
5897,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,True,False,False,False,False,False,False,False,False,False,True
29198,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
12171,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
79132,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
37674,2011-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
72732,2011-02-16,Follow Up,0,1,0,28.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
29244,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
31021,2011-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
72733,2011-02-16,Follow Up,0,1,0,28.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
27890,2011-02-16,Fail,0,1,0,29.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
22875,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
7895,2011-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
29242,2011-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
63895,2011-02-16,Follow Up,1,2,0,21.0,0.3333333333333333,5,22.0,2,False,False,False,False,True,False,False,True,False,False,False
28168,2011-02-16,Pass,0,1,0,20.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
61374,2011-02-23,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
7341,2011-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,True,False,False,False,False,False,False,False,False,False,True
63896,2011-02-16,Fail,1,1,1,21.0,0.3333333333333333,5,22.0,2,False,False,False,False,True,False,False,True,False,False,False
14000,2011-02-16,Pass,0,1,0,16.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
81327,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
60827,2012-02-16,Pass,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
81329,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
78067,2012-02-16,Follow Up,0,0,0,1.0,0.0,0,15.0,0,False,False,False,False,False,True,False,False,True,False,False
67555,2012-02-16,Follow Up,0,1,0,112.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
33009,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
66706,2012-02-16,Follow Up,0,1,0,114.0,0.0,0,15.0,0,False,False,False,False,True,False,False,True,False,False,False
22035,2012-02-16,Pass,0,2,0,77.0,0.0,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
68138,2012-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
23377,2012-02-16,Follow Up,0,1,0,344.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
64513972,2012-02-17,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
18110,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
22035,2012-02-16,Pass,0,2,0,77.0,0.0,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
67032,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
22034,2012-02-16,Pass,0,2,0,77.0,0.0,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
70661,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
36307,2012-02-16,Follow Up,2,3,0,363.0,0.4,3,17.333333333333332,3,False,False,False,False,True,False,False,False,False,True,False
22034,2012-02-16,Follow Up,0,2,0,77.0,0.0,0,15.0,3,False,False,False,False,True,False,False,True,False,False,False
35179,2012-02-16,Follow Up,1,0,0,408.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
88047,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
32118,2012-02-16,Fail,0,0,0,,0.0,0,15.0,0,True,False,False,False,False,False,False,False,False,False,True
35178,2012-02-16,Follow Up,1,0,0,408.0,1.0,0,15.0,2,False,False,False,False,True,False,False,False,False,True,False
32119,2012-02-16,Fail,0,0,0,,0.0,0,15.0,0,True,False,False,False,False,False,False,False,False,False,True
81326,2012-02-16,Fail,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
77167,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,True,False,False,False,False,False,False,False,False,True
29292,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
32581,2012-02-16,Follow Up,0,1,1,90.0,0.0,2,15.0,0,False,False,False,False,True,False,False,True,False,False,False
35379,2012-02-16,Follow Up,0,1,0,2.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
75134,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
78273,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
39729,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
75133,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
75013,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
38545,2012-02-16,Pass,0,0,0,,0.0,0,15.0,3,False,False,False,False,True,False,False,False,False,False,True
67033,2012-02-16,Follow Up,0,1,0,106.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
27800,2012-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
69811,2012-02-16,Follow Up,0,1,0,38.0,0.0,0,15.0,1,False,False,False,False,True,False,False,True,False,False,False
27800,2012-02-16,Pass,0,0,0,,0.0,0,15.0,2,False,False,False,False,True,False,False,False,False,False,True
64504546,2012-02-16,Pass,1,0,0,106.0,1.0,0,15.0,0,False,False,False,False,True,False,False,False,False,True,False
33189,2012-02-24,Follow Up,0,0,0,,0.0,0,15.0,1,False,False,False,False,True,False,False,False,False,False,True
67365,2012-02-16,Follow Up,0,1,0,113.0,0.0,0,15.0,2,False,False,False,False,True,False,False,True,False,False,False
35607,2012-02-16,Follow Up,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
80695,2012-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
6754,2012-02-16,Pass,0,0,0,,0.0,0,15.0,0,False,False,False,False,True,False,False,False,False,False,True
